Collection date,BA.5/BF.7/DY,XBB,EG.5/HK,Others,Dominant sublineages,,Year-Month,BA.5/BF.7/DY,XBB,EG.5/HK,Others,Dominant sublineages
2022/7/12,4,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/7/13,3,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/7/14,7,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/7/15,2,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/7/16,1,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/7/17,0,0,0,9,Others,,,,,,,
2022/7/18,6,0,0,9,Others,,,,,,,
2022/7/19,5,0,0,13,Others,,,,,,,
2022/7/20,0,0,0,18,Others,,,,,,,
2022/7/21,5,0,0,4,BA.5/BF.7/DY,,,,,,,
2022/7/22,18,0,0,3,BA.5/BF.7/DY,,,,,,,
2022/7/23,1,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/7/24,2,0,0,5,Others,,,,,,,
2022/7/25,1,0,0,2,Others,,,,,,,
2022/7/26,1,0,0,2,Others,,,,,,,
2022/7/27,0,0,0,6,Others,,,,,,,
2022/7/28,5,0,0,4,BA.5/BF.7/DY,,,,,,,
2022/7/29,1,0,0,3,Others,,,,,,,
2022/7/30,5,0,0,7,Others,,,,,,,
2022/7/31,4,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/8/1,5,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/8/2,11,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/3,5,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/8/4,8,0,0,3,BA.5/BF.7/DY,,,,,,,
2022/8/5,14,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/8/6,38,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/7,24,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/8,31,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/8/9,125,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/10,134,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/8/11,20,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/12,8,0,0,5,BA.5/BF.7/DY,,,,,,,
2022/8/13,25,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/8/14,28,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/8/15,17,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/16,14,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/8/17,9,0,0,4,BA.5/BF.7/DY,,,,,,,
2022/8/18,7,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/19,3,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/8/20,6,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/8/23,1,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/8/24,1,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/8/25,4,0,0,5,Others,,,,,,,
2022/8/26,3,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/27,9,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/28,14,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/8/29,17,0,0,3,BA.5/BF.7/DY,,,,,,,
2022/8/30,21,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/8/31,17,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/9/1,25,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/9/2,19,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/9/3,10,0,0,4,BA.5/BF.7/DY,,,,,,,
2022/9/4,3,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/9/5,10,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/6,25,0,0,3,BA.5/BF.7/DY,,,,,,,
2022/9/7,4,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/8,7,0,0,3,BA.5/BF.7/DY,,,,,,,
2022/9/9,8,0,0,8,BA.5/BF.7/DY,,,,,,,
2022/9/10,17,0,0,4,BA.5/BF.7/DY,,,,,,,
2022/9/11,7,0,0,5,BA.5/BF.7/DY,,,,,,,
2022/9/13,1,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/14,12,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/15,27,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/9/16,29,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/9/17,2,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/9/18,28,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/19,16,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/20,24,0,0,7,BA.5/BF.7/DY,,,,,,,
2022/9/21,5,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/22,11,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/9/23,10,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/24,5,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/25,13,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/26,23,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/27,11,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/9/28,11,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/29,13,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/9/30,8,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/1,9,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/2,10,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/3,15,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/4,18,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/5,13,1,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/6,8,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/7,16,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/8,21,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/10/9,15,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/10,12,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/11,6,3,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/12,11,2,0,1,BA.5/BF.7/DY,,,,,,,
2022/10/13,11,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/14,16,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/15,16,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/16,22,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/10/17,10,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/18,26,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/10/19,10,2,0,1,BA.5/BF.7/DY,,,,,,,
2022/10/20,17,1,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/21,11,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/22,15,1,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/23,9,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/24,16,1,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/25,14,1,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/26,6,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/27,28,1,0,1,BA.5/BF.7/DY,,,,,,,
2022/10/28,28,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/10/29,30,1,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/30,10,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/10/31,18,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/1,18,0,0,3,BA.5/BF.7/DY,,,,,,,
2022/11/2,11,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/3,18,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/4,15,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/5,22,1,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/6,23,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/7,28,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/8,24,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/9,25,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/10,15,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/11/11,13,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/12,22,3,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/13,27,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/14,17,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/15,27,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/11/16,24,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/11/17,54,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/11/18,33,0,0,4,BA.5/BF.7/DY,,,,,,,
2022/11/19,28,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/11/20,39,4,0,2,BA.5/BF.7/DY,,,,,,,
2022/11/21,36,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/22,34,1,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/23,54,1,0,1,BA.5/BF.7/DY,,,,,,,
2022/11/24,59,1,0,1,BA.5/BF.7/DY,,,,,,,
2022/11/25,61,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/11/26,44,1,0,3,BA.5/BF.7/DY,,,,,,,
2022/11/27,62,4,0,3,BA.5/BF.7/DY,,,,,,,
2022/11/28,62,1,0,3,BA.5/BF.7/DY,,,,,,,
2022/11/29,49,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/11/30,64,0,0,6,BA.5/BF.7/DY,,,,,,,
2022/12/1,319,1,0,2,BA.5/BF.7/DY,,,,,,,
2022/12/2,211,1,0,7,BA.5/BF.7/DY,,,,,,,
2022/12/3,156,0,0,7,BA.5/BF.7/DY,,,,,,,
2022/12/4,93,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/12/5,117,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/12/6,92,1,0,1,BA.5/BF.7/DY,,,,,,,
2022/12/7,54,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/12/8,71,1,0,1,BA.5/BF.7/DY,,,,,,,
2022/12/9,87,6,0,9,BA.5/BF.7/DY,,,,,,,
2022/12/10,51,1,0,1,BA.5/BF.7/DY,,,,,,,
2022/12/11,51,1,0,2,BA.5/BF.7/DY,,,,,,,
2022/12/12,139,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/12/13,104,1,0,0,BA.5/BF.7/DY,,,,,,,
2022/12/14,118,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/12/15,71,1,0,10,BA.5/BF.7/DY,,,,,,,
2022/12/16,154,1,0,4,BA.5/BF.7/DY,,,,,,,
2022/12/17,99,1,0,6,BA.5/BF.7/DY,,,,,,,
2022/12/18,83,1,0,2,BA.5/BF.7/DY,,,,,,,
2022/12/19,297,0,0,3,BA.5/BF.7/DY,,,,,,,
2022/12/20,203,0,0,3,BA.5/BF.7/DY,,,,,,,
2022/12/21,268,2,0,0,BA.5/BF.7/DY,,,,,,,
2022/12/22,274,2,0,0,BA.5/BF.7/DY,,,,,,,
2022/12/23,140,0,0,0,BA.5/BF.7/DY,,,,,,,
2022/12/24,158,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/12/25,190,1,0,1,BA.5/BF.7/DY,,,,,,,
2022/12/26,331,0,0,1,BA.5/BF.7/DY,,,,,,,
2022/12/27,365,0,0,5,BA.5/BF.7/DY,,,,,,,
2022/12/28,451,1,0,1,BA.5/BF.7/DY,,,,,,,
2022/12/29,218,0,0,5,BA.5/BF.7/DY,,,,,,,
2022/12/30,216,0,0,2,BA.5/BF.7/DY,,,,,,,
2022/12/31,157,2,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/1,92,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/2,316,0,0,2,BA.5/BF.7/DY,,,,,,,
2023/1/3,562,1,0,5,BA.5/BF.7/DY,,,,,,,
2023/1/4,351,0,0,1,BA.5/BF.7/DY,,,,,,,
2023/1/5,408,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/6,241,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/7,130,1,0,3,BA.5/BF.7/DY,,,,,,,
2023/1/8,173,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/9,449,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/10,281,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/11,281,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/12,216,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/13,152,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/14,75,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/15,180,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/16,361,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/17,268,0,0,4,BA.5/BF.7/DY,,,,,,,
2023/1/18,131,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/19,143,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/20,167,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/21,46,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/22,77,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/23,88,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/24,104,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/25,119,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/26,121,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/1/27,47,0,0,1,BA.5/BF.7/DY,,,,,,,
2023/1/28,229,0,0,3,BA.5/BF.7/DY,,,,,,,
2023/1/29,93,0,0,2,BA.5/BF.7/DY,,,,,,,
2023/1/30,196,0,0,4,BA.5/BF.7/DY,,,,,,,
2023/1/31,102,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/1,170,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/2,131,1,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/3,137,0,0,1,BA.5/BF.7/DY,,,,,,,
2023/2/4,41,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/5,87,1,0,3,BA.5/BF.7/DY,,,,,,,
2023/2/6,162,1,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/7,138,0,0,5,BA.5/BF.7/DY,,,,,,,
2023/2/8,102,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/9,88,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/10,234,0,0,1,BA.5/BF.7/DY,,,,,,,
2023/2/11,68,2,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/12,80,0,0,3,BA.5/BF.7/DY,,,,,,,
2023/2/13,164,2,0,1,BA.5/BF.7/DY,,,,,,,
2023/2/14,124,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/15,98,1,0,2,BA.5/BF.7/DY,,,,,,,
2023/2/16,181,0,0,1,BA.5/BF.7/DY,,,,,,,
2023/2/17,127,1,0,2,BA.5/BF.7/DY,,,,,,,
2023/2/18,129,1,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/19,85,3,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/20,165,5,0,1,BA.5/BF.7/DY,,,,,,,
2023/2/21,258,7,0,4,BA.5/BF.7/DY,,,,,,,
2023/2/22,108,1,0,9,BA.5/BF.7/DY,,,,,,,
2023/2/23,166,2,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/24,251,5,0,2,BA.5/BF.7/DY,,,,,,,
2023/2/25,81,2,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/26,106,2,0,0,BA.5/BF.7/DY,,,,,,,
2023/2/27,188,1,0,1,BA.5/BF.7/DY,,,,,,,
2023/2/28,228,8,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/1,137,4,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/2,139,12,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/3,283,8,0,5,BA.5/BF.7/DY,,,,,,,
2023/3/4,78,2,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/5,80,5,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/6,242,1,0,6,BA.5/BF.7/DY,,,,,,,
2023/3/7,163,7,0,3,BA.5/BF.7/DY,,,,,,,
2023/3/8,145,1,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/9,131,2,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/10,199,4,0,4,BA.5/BF.7/DY,,,,,,,
2023/3/11,99,10,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/12,83,0,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/13,166,2,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/14,141,1,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/15,121,2,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/16,142,7,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/17,167,9,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/18,83,5,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/19,70,1,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/20,152,6,0,2,BA.5/BF.7/DY,,,,,,,
2023/3/21,132,8,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/22,77,15,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/23,132,11,0,4,BA.5/BF.7/DY,,,,,,,
2023/3/24,97,19,0,10,BA.5/BF.7/DY,,,,,,,
2023/3/25,67,9,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/26,70,15,0,1,BA.5/BF.7/DY,,,,,,,
2023/3/27,118,11,0,0,BA.5/BF.7/DY,,,,,,,
2023/3/28,101,17,0,2,BA.5/BF.7/DY,,,,,,,
2023/3/29,81,14,0,3,BA.5/BF.7/DY,,,,,,,
2023/3/30,48,22,0,3,BA.5/BF.7/DY,,,,,,,
2023/3/31,85,25,0,5,BA.5/BF.7/DY,,,,,,,
2023/4/1,75,45,0,2,BA.5/BF.7/DY,,,,,,,
2023/4/2,50,28,0,3,BA.5/BF.7/DY,,,,,,,
2023/4/3,104,21,0,14,BA.5/BF.7/DY,,,,,,,
2023/4/4,50,28,0,1,BA.5/BF.7/DY,,,,,,,
2023/4/5,52,24,0,4,BA.5/BF.7/DY,,,,,,,
2023/4/6,99,27,0,3,BA.5/BF.7/DY,,,,,,,
2023/4/7,84,50,1,3,BA.5/BF.7/DY,,,,,,,
2023/4/8,35,22,0,2,BA.5/BF.7/DY,,,,,,,
2023/4/9,34,25,0,3,BA.5/BF.7/DY,,,,,,,
2023/4/10,101,29,0,2,BA.5/BF.7/DY,,,,,,,
2023/4/11,84,28,0,10,BA.5/BF.7/DY,,,,,,,
2023/4/12,48,30,0,7,BA.5/BF.7/DY,,,,,,,
2023/4/13,58,36,0,6,BA.5/BF.7/DY,,,,,,,
2023/4/14,58,71,0,7,XBB,,,,,,,
2023/4/15,24,34,0,3,XBB,,,,,,,
2023/4/16,43,50,0,6,XBB,,,,,,,
2023/4/17,93,113,0,7,XBB,,,,,,,
2023/4/18,76,87,0,7,XBB,,,,,,,
2023/4/19,42,111,0,6,XBB,,,,,,,
2023/4/20,55,124,3,2,XBB,,,,,,,
2023/4/21,36,103,1,7,XBB,,,,,,,
2023/4/22,18,86,0,6,XBB,,,,,,,
2023/4/23,56,169,6,5,XBB,,,,,,,
2023/4/24,43,183,8,9,XBB,,,,,,,
2023/4/25,57,181,2,16,XBB,,,,,,,
2023/4/26,45,220,10,13,XBB,,,,,,,
2023/4/27,24,206,1,13,XBB,,,,,,,
2023/4/28,22,195,3,9,XBB,,,,,,,
2023/4/29,8,171,4,7,XBB,,,,,,,
2023/4/30,13,142,4,7,XBB,,,,,,,
2023/5/1,13,358,7,15,XBB,,,,,,,
2023/5/2,18,254,3,17,XBB,,,,,,,
2023/5/3,30,362,6,22,XBB,,,,,,,
2023/5/4,12,443,14,27,XBB,,,,,,,
2023/5/5,16,278,14,29,XBB,,,,,,,
2023/5/6,7,250,6,23,XBB,,,,,,,
2023/5/7,4,217,6,6,XBB,,,,,,,
2023/5/8,23,344,12,15,XBB,,,,,,,
2023/5/9,17,281,16,16,XBB,,,,,,,
2023/5/10,7,299,16,10,XBB,,,,,,,
2023/5/11,7,223,13,21,XBB,,,,,,,
2023/5/12,1,186,7,16,XBB,,,,,,,
2023/5/13,1,220,18,13,XBB,,,,,,,
2023/5/14,5,307,20,8,XBB,,,,,,,
2023/5/15,7,496,35,18,XBB,,,,,,,
2023/5/16,3,497,21,25,XBB,,,,,,,
2023/5/17,5,368,14,15,XBB,,,,,,,
2023/5/18,0,215,12,10,XBB,,,,,,,
2023/5/19,0,313,16,15,XBB,,,,,,,
2023/5/20,1,234,19,17,XBB,,,,,,,
2023/5/21,3,249,22,8,XBB,,,,,,,
2023/5/22,2,436,43,22,XBB,,,,,,,
2023/5/23,3,331,28,19,XBB,,,,,,,
2023/5/24,0,389,33,9,XBB,,,,,,,
2023/5/25,1,246,23,14,XBB,,,,,,,
2023/5/26,0,216,20,11,XBB,,,,,,,
2023/5/27,0,196,18,10,XBB,,,,,,,
2023/5/28,0,236,23,16,XBB,,,,,,,
2023/5/29,0,407,62,15,XBB,,,,,,,
2023/5/30,1,320,38,19,XBB,,,,,,,
2023/5/31,0,180,17,5,XBB,,,,,,,
2023/6/1,0,217,24,7,XBB,,,,,,,
2023/6/2,0,198,28,7,XBB,,,,,,,
2023/6/3,0,135,25,7,XBB,,,,,,,
2023/6/4,0,176,32,10,XBB,,,,,,,
2023/6/5,3,296,72,19,XBB,,,,,,,
2023/6/6,2,235,58,14,XBB,,,,,,,
2023/6/7,1,168,39,10,XBB,,,,,,,
2023/6/8,0,165,30,5,XBB,,,,,,,
2023/6/9,0,121,32,2,XBB,,,,,,,
2023/6/10,0,109,24,3,XBB,,,,,,,
2023/6/11,0,152,31,9,XBB,,,,,,,
2023/6/12,1,270,61,7,XBB,,,,,,,
2023/6/13,1,261,64,14,XBB,,,,,,,
2023/6/14,0,178,48,13,XBB,,,,,,,
2023/6/15,1,104,46,7,XBB,,,,,,,
2023/6/16,0,141,35,11,XBB,,,,,,,
2023/6/17,0,72,26,2,XBB,,,,,,,
2023/6/18,0,109,38,9,XBB,,,,,,,
2023/6/19,0,212,74,11,XBB,,,,,,,
2023/6/20,1,201,71,9,XBB,,,,,,,
2023/6/21,0,140,45,4,XBB,,,,,,,
2023/6/22,0,69,19,1,XBB,,,,,,,
2023/6/23,0,92,28,3,XBB,,,,,,,
2023/6/24,0,85,34,2,XBB,,,,,,,
2023/6/25,0,124,40,7,XBB,,,,,,,
2023/6/26,0,167,77,13,XBB,,,,,,,
2023/6/27,1,170,80,9,XBB,,,,,,,
2023/6/28,0,101,48,3,XBB,,,,,,,
2023/6/29,0,83,54,11,XBB,,,,,,,
2023/6/30,0,62,41,6,XBB,,,,,,,
2023/7/1,0,73,21,4,XBB,,,,,,,
2023/7/2,0,41,40,1,XBB,,,,,,,
2023/7/3,0,117,64,8,XBB,,,,,,,
2023/7/4,0,125,64,4,XBB,,,,,,,
2023/7/5,0,88,52,4,XBB,,,,,,,
2023/7/6,0,90,55,3,XBB,,,,,,,
2023/7/7,2,57,48,0,XBB,,,,,,,
2023/7/8,0,36,31,6,XBB,,,,,,,
2023/7/9,0,46,37,2,XBB,,,,,,,
2023/7/10,0,79,78,4,XBB,,,,,,,
2023/7/11,1,81,55,1,XBB,,,,,,,
2023/7/12,0,65,50,2,XBB,,,,,,,
2023/7/13,0,57,49,5,XBB,,,,,,,
2023/7/14,0,55,33,1,XBB,,,,,,,
2023/7/15,0,34,33,2,XBB,,,,,,,
2023/7/16,0,54,41,1,XBB,,,,,,,
2023/7/17,0,63,84,1,EG.5/HK,,,,,,,
2023/7/18,1,69,81,3,EG.5/HK,,,,,,,
2023/7/19,0,62,70,3,EG.5/HK,,,,,,,
2023/7/20,0,55,51,4,XBB,,,,,,,
2023/7/21,0,45,43,3,XBB,,,,,,,
2023/7/22,0,32,36,2,EG.5/HK,,,,,,,
2023/7/23,0,31,66,0,EG.5/HK,,,,,,,
2023/7/24,0,72,115,2,EG.5/HK,,,,,,,
2023/7/25,0,44,74,3,EG.5/HK,,,,,,,
2023/7/26,0,52,44,1,XBB,,,,,,,
2023/7/27,0,51,84,0,EG.5/HK,,,,,,,
2023/7/28,1,33,57,0,EG.5/HK,,,,,,,
2023/7/29,0,38,30,0,XBB,,,,,,,
2023/7/30,0,60,74,1,EG.5/HK,,,,,,,
2023/7/31,0,70,109,1,EG.5/HK,,,,,,,
2023/8/1,0,48,112,0,EG.5/HK,,,,,,,
2023/8/2,0,47,66,0,EG.5/HK,,,,,,,
2023/8/3,0,40,66,0,EG.5/HK,,,,,,,
2023/8/4,0,32,60,1,EG.5/HK,,,,,,,
2023/8/5,0,21,60,1,EG.5/HK,,,,,,,
2023/8/6,0,35,51,0,EG.5/HK,,,,,,,
2023/8/7,0,52,136,1,EG.5/HK,,,,,,,
2023/8/8,0,48,120,1,EG.5/HK,,,,,,,
2023/8/9,0,40,102,1,EG.5/HK,,,,,,,
2023/8/10,0,22,74,0,EG.5/HK,,,,,,,
2023/8/11,1,31,89,0,EG.5/HK,,,,,,,
2023/8/12,0,36,62,1,EG.5/HK,,,,,,,
2023/8/13,0,25,71,2,EG.5/HK,,,,,,,
2023/8/14,0,39,119,0,EG.5/HK,,,,,,,
2023/8/15,0,51,121,1,EG.5/HK,,,,,,,
2023/8/16,0,41,122,0,EG.5/HK,,,,,,,
2023/8/17,0,22,84,0,EG.5/HK,,,,,,,
2023/8/18,0,26,82,0,EG.5/HK,,,,,,,
2023/8/19,0,21,60,0,EG.5/HK,,,,,,,
2023/8/20,0,28,77,1,EG.5/HK,,,,,,,
2023/8/21,0,33,151,0,EG.5/HK,,,,,,,
2023/8/22,0,35,153,1,EG.5/HK,,,,,,,
2023/8/23,0,43,119,1,EG.5/HK,,,,,,,
2023/8/24,0,22,82,0,EG.5/HK,,,,,,,
2023/8/25,0,12,50,0,EG.5/HK,,,,,,,
2023/8/26,0,24,75,0,EG.5/HK,,,,,,,
2023/8/27,0,11,76,1,EG.5/HK,,,,,,,
2023/8/28,1,27,170,0,EG.5/HK,,,,,,,
2023/8/29,0,24,155,2,EG.5/HK,,,,,,,
2023/8/30,0,26,121,0,EG.5/HK,,,,,,,
2023/8/31,0,12,84,0,EG.5/HK,,,,,,,
2023/9/1,0,9,102,0,EG.5/HK,,,,,,,
2023/9/2,0,15,66,0,EG.5/HK,,,,,,,
2023/9/3,0,15,76,0,EG.5/HK,,,,,,,
2023/9/4,0,19,155,0,EG.5/HK,,,,,,,
2023/9/5,0,22,130,1,EG.5/HK,,,,,,,
2023/9/6,0,15,128,0,EG.5/HK,,,,,,,
2023/9/7,0,13,86,1,EG.5/HK,,,,,,,
2023/9/8,0,10,96,0,EG.5/HK,,,,,,,
2023/9/9,0,13,81,0,EG.5/HK,,,,,,,
2023/9/10,0,19,74,0,EG.5/HK,,,,,,,
2023/9/11,0,16,200,0,EG.5/HK,,,,,,,
2023/9/12,0,16,154,0,EG.5/HK,,,,,,,
2023/9/13,0,16,116,0,EG.5/HK,,,,,,,
2023/9/14,0,10,95,2,EG.5/HK,,,,,,,
2023/9/15,0,9,78,1,EG.5/HK,,,,,,,
2023/9/16,0,16,70,0,EG.5/HK,,,,,,,
2023/9/17,0,9,61,1,EG.5/HK,,,,,,,
2023/9/18,0,12,147,0,EG.5/HK,,,,,,,
2023/9/19,0,15,119,0,EG.5/HK,,,,,,,
2023/9/20,0,20,102,0,EG.5/HK,,,,,,,
2023/9/21,0,8,74,0,EG.5/HK,,,,,,,
2023/9/22,0,9,68,0,EG.5/HK,,,,,,,
