202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311
0.00919,0.01294,0.01404,0.01242,0.01046,0.0191,0.03197,0.04857,0.08658,0.1221,0.15221,0.1392,0.17522,0.19843,0.19141,0.21628,0.19551
0.26957,0.35595,0.40542,0.38874,0.429,0.52154,0.89672,1.29472,2.15635,3.13899,3.80252,4.27167,5.05896,5.38605,5.17128,5.38948,4.74671
0.07084,0.08283,0.10555,0.10721,0.12343,0.15112,0.186,0.2119,0.30788,0.3947,0.47268,0.49137,0.56657,0.60231,0.54797,0.5746,0.50391
0.24818,0.29491,0.34005,0.40663,0.47277,0.51843,0.69142,0.82434,1.11807,1.32628,1.38915,1.5237,1.74364,1.72737,1.65555,1.70795,1.68514
0.01012,0.00815,0.00976,0.00773,0.00458,0.00992,0.01837,0.02474,0.03255,0.06078,0.07629,0.08643,0.16103,0.10139,0.09837,0.08547,0.06221
0.42207,0.5,0.59434,0.73609,0.79242,0.98989,1.09713,1.58596,2.56656,3.50689,3.91406,4.0079,4.63488,4.72869,4.68564,5.31112,4.80824
0.04174,0.02208,0.03484,0.04749,0.05212,0.07428,0.0926,0.10573,0.16737,0.2435,0.27671,0.26673,0.30973,0.31833,0.34039,0.33458,0.3365
0.01403,0.01756,0.00702,0.00767,0.01425,0.01686,0.03638,0.0498,0.07739,0.09373,0.11412,0.12678,0.15218,0.15705,0.15496,0.15286,0.11778
0.03712,0.02457,0.02241,0.03327,0.05426,0.12966,0.11584,0.15384,0.21088,0.2899,0.30499,0.34899,0.47466,0.50174,0.46872,0.49906,0.47774
0.01082,0.01143,0.01085,0.0113,0.00979,0.01751,0.02154,0.02644,0.04105,0.0618,0.07283,0.09652,0.09897,0.09303,0.09176,0.08244,0.06447
0.03253,0.04236,0.03749,0.03257,0.04015,0.06035,0.09727,0.11512,0.13771,0.21841,0.27128,0.32665,0.44573,0.43292,0.37329,0.35411,0.32865
0.06034,0.05787,0.0701,0.06881,0.0401,0.10891,0.16442,0.18555,0.23542,0.31932,0.36423,0.37483,0.45991,0.46796,0.44832,0.42292,0.45212
0.08504,0.0973,0.10435,0.11687,0.1224,0.14597,0.18979,0.24567,0.3255,0.38308,0.5158,0.53044,0.6308,0.66311,0.63002,0.67059,0.66724
0.04469,0.05391,0.05573,0.04774,0.0741,0.08786,0.12066,0.14555,0.2204,0.35646,0.46048,0.55785,0.60202,0.60714,0.64839,0.69478,0.58738
0.10107,0.1358,0.2114,0.23016,0.28619,0.36936,0.51293,0.64977,0.91022,1.16919,1.33386,1.42816,1.65098,1.6273,1.36456,1.56926,1.53698
0.00078,0.00085,0.00072,0.0007,0.0005,0.00052,0.00243,0.00391,0.00622,0.01321,0.01647,0.01751,0.02551,0.02882,0.02925,0.02886,0.0219
0.02914,0.04233,0.0351,0.03497,0.05131,0.0538,0.09273,0.11254,0.18535,0.32992,0.40221,0.49969,0.60578,0.62569,0.54871,0.4995,0.44976
0.10236,0.11508,0.11404,0.14644,0.1653,0.20295,0.23504,0.27204,0.41087,0.58458,0.76327,0.90194,1.11252,1.15509,1.16356,1.16981,1.04061
0.01138,0.01294,0.01105,0.00561,0.00598,0.00856,0.01365,0.02538,0.03626,0.05973,0.0673,0.08595,0.14693,0.15896,0.11497,0.11891,0.10282
0.0055,0.00962,0.00868,0.00281,0.00494,0.00644,0.01021,0.01354,0.02022,0.02918,0.03789,0.04469,0.06139,0.05859,0.05526,0.05671,0.04565
0.00325,0.00276,0.00085,0.00093,0.0004,0.00132,0.00251,0.00318,0.00469,0.01065,0.01613,0.02021,0.0596,0.04007,0.02492,0.02465,0.01901
0.06654,0.0807,0.09794,0.09112,0.10064,0.11341,0.13445,0.1894,0.27715,0.39067,0.47759,0.52126,0.6244,0.65859,0.6108,0.58691,0.57211
0.10835,0.13293,0.16068,0.17121,0.20833,0.27323,0.29538,0.36051,0.57561,0.92247,1.26753,1.47478,1.60653,1.65046,1.70855,1.75509,1.73216
0.56557,0.64111,0.78052,0.89644,0.99229,1.30358,1.99184,3.01318,4.70824,6.38058,7.19126,7.72148,8.9215,9.18191,8.86416,9.70529,8.99976
0.02233,0.01993,0.02072,0.01466,0.01343,0.02336,0.04463,0.05486,0.07024,0.08374,0.10126,0.10863,0.12653,0.14668,0.13021,0.12952,0.10996
0.24439,0.29968,0.26667,0.29376,0.40074,0.53401,0.59351,0.6201,0.874,1.28329,1.46322,1.58975,2.05104,2.0666,1.96846,2.17278,1.99638
0.05863,0.07635,0.08078,0.10144,0.10303,0.15818,0.17961,0.19313,0.27368,0.41316,0.48917,0.47104,0.5744,0.61165,0.52137,0.5248,0.48035
0.01399,0.01491,0.01727,0.01234,0.00135,0.01683,0.02774,0.05868,0.08343,0.1051,0.12739,0.16813,0.20207,0.20704,0.26133,0.22892,0.2139
0.00119,0.00076,5e-05,1e-05,9e-05,0.0009,0.00133,0.00228,0.00335,0.00522,0.00738,0.00781,0.00981,0.01051,0.01116,0.00929,0.00741
0.07988,0.08477,0.10009,0.11177,0.12643,0.14921,0.16732,0.22393,0.38798,0.4953,0.58783,0.60213,0.69563,0.70533,0.70774,0.76938,0.77513
0.14651,0.18808,0.25787,0.30079,0.37306,0.49502,0.63734,0.80933,1.21539,1.51799,1.81142,2.08658,2.42351,2.40239,2.36811,2.43988,2.15132
